title,author,price
 基于EEG的脑源定位与脑功能网络 徐桂芝等 计算机网络计算机控制仿真与人工智能类书籍 9787121381461 电子工,电子工业出版社,¥87.00
 计算机操作系统 慕课版 汤小丹著 备战2022年计算机考研 高等学校计算机类电子信息类等相关专业本科生教材 计算机考研教,人民邮电出版社,¥63.00
 Creo Parametric 8.0中文版机械设计自学速成 计算机辅助设计和工程类书籍 人民邮电出版社正版书籍,人民邮电出版社,¥101.74
 【尚铭图书】基于EEG的脑源定位与脑功能网络 徐桂芝等 计算机网络计算机控制仿真与人工智能类书籍 电子工业出版社凤凰旗舰,徐桂芝等,¥67.20
 【尚铭图书】Linux命令行与shell脚本编程大全（第4版）理查德&middot;布卢姆等 计算机网络程序设计类书籍,人民邮电出版社,¥98.00
 云服务器运维之Windows篇 阿里云数字新基建系列 杨洋等 计算机网络通讯专业类书籍 电子工业出版社,杨洋等,¥52.78
 Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版书籍,理查德·布卢姆等,¥86.72
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,童趣出版有限公司,¥147.00
 2023新书 网络爬虫项目实战 艾旭升 高职高专计算机类专业系列教材书籍 人工智能技术服务系列书籍 9787121452,电子工业出版社,¥47.57
 架构整洁之道 架构师架构软件设计模式前端开发书籍 罗伯特C马丁 计算机网络程序设计类书籍,罗伯特·C.马丁,¥75.74
 元宇宙-新时代新商业新场景 赵广义 元宇宙理论与方法全案 计算机网络通信专业类书籍 电子工业出版社,赵广义,¥68.70
 Linux多线程服务端编程-使用muduo C++网络库 陈硕 计算机网络操作系统类书籍 【凤凰正版书籍】,电子工业出版社,¥84.96
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 如何基于HarmonyOS,柳伟卫,¥171.88
 【正版】数据库原理与应用快速入门 李俊 罗勇胜 高职高专计算机类专业系列教材书籍 西安电子科技大学出版社 9787560,中国传媒大学出版社,¥41.55
 Java语言程序设计教程 java程序设计 计算机类本科教材正版书籍 电子工业出版社 9787121327155,骆伟,¥36.75
 基于EEG的脑源定位与脑功能网络 徐桂芝等 计算机网络计算机控制仿真与人工智能类书籍 电子工业出版社凤凰 任选备注,徐桂芝等,¥65.52
 正版大数据高并发Redis一本通 张文亮 Redis开发运维技术书籍 计算机网络数据库专业类书籍 机械工业出版社,机械工业出版社,¥79.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,"上尚印像, 编绘",¥73.50
 【正版】公司理财精要（亚洲版）斯蒂芬 A. 罗斯教材 研究生/本科/专科教材 经济管理类科技计算机书籍机械工业出版社工,斯蒂芬 A. 罗斯,¥74.02
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,"上尚印像,编绘",¥74.59
 文件系统技术内幕 大数据时代海量数据存储之道 张书宁 计算机网络数据库专业类书籍 电子工业出版社,张书宁,¥73.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,"上尚印像,编绘",¥73.88
 正版书籍 After Effects影视制作-高等教育艺术设计精编教材 方慧 出版社 计算机网络图形图像类书籍,方慧,¥76.00
 【正版图书】【凤凰旗舰店】Elasticsearch全面解析与实践 张文亮 大数据近实时分析 计算机网络信息系统类书籍,机械工业出版社,¥71.00
 基于EEG的脑源定位与脑功能网络 徐桂芝等 计算机网络计算机控制仿真与人工智能类书籍 9787121381461 电子工,电子工业出版社,¥92.00
 【全2册】HarmonyOS移动应用开发（计算机技术开发与应用丛书）+HarmonyOS手机应用开发实战计算机网络程序设,化学工业出版社旗舰店,¥228.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,吉林出版集团,¥72.35
 【正版】正版书籍 计算机网络 释疑与习题解答谢希仁电气信息类计算机类专业大学本科生研究生使用计算机网络工作工程技术人员参,董建刚,¥68.00
 计算机操作系统 慕课版 汤小丹著 备战2022年计算机考研 高等学校计算机类电子信息类等相关专业本科生教材 计算机考研教,人民邮电出版社,¥67.86
 计算机操作系统 慕课版 汤小丹著 备战2022年计算机考研 高等学校计算机类电子信息类等相关专业本科生教材 计算机考研教,人民邮电出版社,¥75.58
 【书煊图书】正版Creo Parametric 8.0中文版机械设计自学速成 计算机辅助设计和工程类书籍 人民邮电出版社,人民邮电出版社,¥104.00
 基于EEG的脑源定位与脑功能网络 徐桂芝等 计算机网络计算机控制仿真与人工智能类书籍 电子工业出版社凤凰旗舰店 任选 备,徐桂芝等,¥65.97
 2023新书 网络爬虫项目实战 艾旭升 高职高专计算机类专业系列教材书籍 人工智能技术服务系列书籍 9787121452,电子工业出版社,¥47.16
 书籍 新印象 U 2020游戏开发基础与实战 U23游戏开发书籍 计算机网络程序设计类书籍,人民邮电出版社,¥157.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,吉林出版集团,¥79.00
 【正版】数据库原理与应用快速入门 李俊 罗勇胜 高职高专计算机类专业系列教材书籍 西安电子科技大学出版社 9787560,中国传媒大学出版社,¥41.28
 Creo Parametric 8.0中文版机械设计自学速成 计算机辅助设计和工程类书籍 人民邮电出版社凤凰正版书籍,人民邮电出版社,¥100.00
 【凤凰旗舰店】Office 2016 for Mac苹果电脑办公应用从入门到精通 计算机网络操作系统类书籍 北京大学出版,北京大学出版社,¥155.30
 完美讲堂Unity3D游戏设计实战教程李梁游戏3D场景设计制作从入门到精通3D游戏制作案例教程计算机程序设计编程类书籍,李梁,¥104.65
 基于EEG的脑源定位与脑功能网路 徐桂芝等 计算机网路计算机控制仿真与人工智能类书籍 9787121381461 电子工,徐桂芝等,¥74.00
 Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版书籍凤凰旗舰店任选备注,人民邮电出版社,¥98.00
 Go语言精进之路 从新手到高手的编程思想 方法和技巧 2 白明 计算机网络程序设计类书籍,机械工业出版社,¥72.00
 Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版书籍,理查德·布卢姆等,¥88.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,童趣出版有限公司,¥95.06
 漫画版机械里的科学课全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,吉林出版集团,¥158.08
 漫画版机械里的科学课全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,吉林出版集团股份有限公司,¥104.00
 Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版书籍凤凰旗舰店 POS,理查德·布卢姆等,¥93.01
 官网 Go语言精进之路 从新手到高手的编程思想 方法和技巧 2 白明 计算机网络程序设计类书籍,机械工业出版社,¥84.50
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 如何基于HarmonyOS,柳伟卫,¥149.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,童趣出版有限公司,¥98.00
 正版】基础会计（第二版）陈引教材 研究生/本科/专科教材 经济管理类科技计算机书籍科学出版社工业技术世纪书缘图书,陈引,¥26.00
 Python期货量化交易 Python期货量化交易实战从入门到实践 计算机网络程序设计类书籍,人民邮电出版社,¥110.00
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 如何基于HarmonyOS,清华大学出版社,¥130.39
 Linux命令行与shell脚本编程大全（第4版）理查德&middot;布卢姆等 计算机网络程序设计类书籍 正版书籍,人民邮电出版社,¥92.48
 Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版书籍,理查德·布卢姆等,¥95.40
 凤凰Python机器学习经典实例 D2版 人工智能机器学习数据可视化书籍 计算机控制人工智能类书籍 9787115556,朱塞佩·查博罗等,¥120.54
 基于EEG的脑源定位与脑功能网络 徐桂芝等 计算机网络计算机控制仿真与人工智能类书籍 电子工业出版社凤凰店,徐桂芝等,¥99.00
 全新【正版新书】金融风险管理（经济管理类课程）陆静 研究生/本科/专科 经济管理类科技计算机书籍中国人民大学L,陆静,¥43.00
 操作系统实验教程&mdash;&mdash;Web服务器性能优化 鲁强 计算机类精品系列教材书籍 系统编程书籍 电子工业,电子工业出版社,¥37.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,童趣出版有限公司,¥98.00
 文件系统技术内幕 大数据时代海量数据存储之道 张书宁 计算机网络数据库专业类书籍 电子工业出版社,其他,¥57.20
 书籍 大学计算机基础及应用（Widow 10+Office 2016)付长青各类高等院校学生学习用书清华大学978730,东软电子出版社,¥58.30
 龙芯嵌入式系统软硬件平台设计 嵌入式开发系统 软硬件开发 计算机硬件组装维护类书籍 凤凰任选备注,符意德,¥88.05
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,人民邮电出版社,¥589.76
 机械里的科学课漫画版全套10册儿童机械书绘本课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书正版【,吉林出版集团,¥54.89
 】 数学分析（上册） 李成福 一流本科课程配套教材 数学类计算机类力学物理学参考书籍 科学出版社978703073358,科学出版社,¥92.35
 套装2册语言精进之路 从新手到高手的编程思想 方法和技巧 1+2 设计哲学 编程思维 项目结构 计算机网络程序设计类书籍,中国电力出版社,¥177.00
 【全2册】HarmonyOS移动应用开发（计算机技术开发与应用丛书）+HarmonyOS手机应用开发实战计算机网络程序设,不详,¥288.85
 任选基于EEG的脑源定位与脑功能网络 徐桂芝等 计算机网络计算机控制仿真与人工智能类书籍 电子工业出版社凤凰新华书店旗舰,徐桂芝等,¥62.00
 巧学巧用Excel函数：掌握核心技能，秒变数据分析高手 秒变数据分析高手 凌祯 安迪 计算机网络操作系统类书籍,"凌祯,安迪",¥63.00
 G语言精进之路-从新手到高手的程式设计思想.方法和技巧 白明 着 计算机网路程式设计类书籍 凤凰店,机械工业出版社,¥100.00
 现货 BGP设计与实现 BGP特性及应用图书籍 计算机与互联网编程语言与程序设计类书籍 操作程序 网络与数据通信 网络配,[美]巴特尔,¥85.20
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,童趣出版有限公司,¥98.00
 【(＾－＾)V可开发票，量大优惠】Go语言精进之路-从新手到高手的编程思想.方法和技巧 白明 著 计算机网络程序设计类书,白明,¥100.49
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类趣味百科,吉林出版集团股份有限公司,¥168.72
 Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版书籍,理查德·布卢姆等,¥91.46
 官方旗舰店 网络爬虫项目实战 何福男 高职高专计算机类专业系列教材书籍 人工智能技术服务系列书籍 电子工业出版社,电子工业出版社,¥34.50
 全2册HarmonyOS移动应用开发（计算机技术开发与应用丛书）+HarmonyOS手机应用开发实战计算机网络程序设计类,化学工业出版社旗舰店,¥233.00
 文件系统技术内幕 大数据时代海量数据存储之道 张书宁 计算机网络数据库专业类书籍 电子工业出版社,张书宁,¥55.00
 【】ADOBE INDESIGN 2020教程（彩色版）INDESIGN教程书籍 计算机网络图形图像类书籍 【启智慧图书,[美]凯莉·科德斯·安东（KellyKordesAnton）[美]蒂娜·,¥165.24
 【凤凰旗舰店】Android移动开发(慕课版) 陈佳 计算机网络操作系统类书籍 linux教程 linux网络编程 人民,人民邮电出版社,¥49.80
 方店 网络爬虫项目实战 何福男 高职高专计算机类专业系列教材书籍 人工智能技术服务系列书籍 电子工业出版社,电子工业出版社,¥39.53
 计算机网络 黄传河 杜瑞颖 张健 计算机类专业系统能力培养系列教材 9787111721499 机械工业出版计算机网络设,机械工业出版社,¥150.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,吉林出版集团,¥78.00
 机械里的科学课漫画版全套10册儿童机械书绘小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,人民邮电出版社,¥116.00
 正版速发嵌入式技术基础与实践：基于STM32L431微控制器 微课视频版 计算机辅助设计和工程类书籍 凤凰旗舰店,王宜怀、李跃华、徐文彬、施连敏,¥111.00
 龙芯嵌入式系统软硬件平台设计 嵌入式开发系统 软硬件开发 计算机硬件组装维护类书籍 凤凰旗舰店任选 备注,人民邮电出版社,¥77.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,童趣出版有限公司,¥150.92
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 清华大学出版社,柳伟卫,¥147.02
 On Java 中文版 基础卷 布鲁斯 埃克尔著 java入门编程入门基础自学程序设计书 计算机网络程序设计类书籍 凤凰,人民邮电出版社,¥129.00
 人工智能：探昔论今(英文版）蔡自兴 等编 计算机网络计算机控制仿真与人工智能类书籍,清华大学出版社,¥277.08
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,童趣出版有限公司,¥587.18
 漫画版机械里的科学课全套10册儿童启蒙书籍小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类趣味百科全,吉林出版集团,¥111.00
 凤凰人工智能：探昔论今(英文版）蔡自兴 等编 计算机网络计算机控制仿真与人工智能类书籍 9787302590972,蔡自兴、刘丽珏、陈白帆、王勇,¥207.26
 MATLAB 9.8 基础教程 杨德平 李聪 杨本硕 计算机辅助设计和工程类书籍 机械工业出版社,机械工业出版社,¥73.00
 任选游戏数据分析的艺术 于洋 余敏雄 吴娜 师胜柱 计算机网络程序设计类书籍 机械工业出版社凤凰新华书店旗舰店,于洋,¥63.00
 中公2023年国家电网考试用书考试资料招聘考试书电力公司笔试资料书籍电气类计算机类通信类综合能力教材辅导历年真题全真模拟,世界图书出版公司,¥67.79
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,吉林出版集团,¥73.00
 基于EEG的脑源定位与脑功能网络 徐桂芝等 计算机网络计算机控制仿真与人工智能类书籍 电子工业出版社,电子工业出版社,¥68.75
 基于EEG的脑源定位与脑功能网络 徐桂芝等 计算机网络计算机控制仿真与人工智能类书籍 电子工业出版社凤凰旗舰店任选 备注,徐桂芝等,¥57.00
 【正版】数据库原理与应用快速入门 李俊 罗勇胜 高职高专计算机类专业系列教材书籍 西安电子科技大学出版社 9787560,中国传媒大学出版社,¥41.00
 Linux多线程服务端编程-使用muduo C++网络库 陈硕 计算机网络操作系统类书籍 【凤凰】,电子工业出版社,¥81.00
 Linux命令行与shell脚本编程大全（第4版）理查德&middot;布卢姆等 计算机网络程序设计类书籍 正版书籍,理查德·布卢姆等,¥92.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,吉林出版集团,¥74.85
 未来科学家科普分级读物1+2共12册 天文物理计算机生物心理学百科全书大百科绘本儿童科普类书籍小学生课外阅读书籍科学百科,小多科学馆,¥235.42
 漫画版机械里的科学课全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,上尚印象,¥99.80
 文件系统技术内幕 大数据时代海量数据存储之道 张书宁 计算机网络数据库专业类书籍 9787121424786,张书宁,¥116.83
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 清华大学凤凰 978730,柳伟卫,¥127.30
 凤凰Office 2016 for Mac苹果电脑办公应用从入门到精通 计算机网络操作系统类书籍 北京大学,龙马高新教,¥57.00
 任选中文版AutoCAD 2018室内装潢设计实例教程 计算机辅助设计和工程类书籍 机械工业出版社凤凰新华书店旗舰店正版,机械工业出版社,¥63.99
 机械里的科学课漫画版全套10册儿童机械书绘小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,人民邮电出版社,¥155.00
" 正版】数据、模型与决策（第4版）埃文斯 ,杜本峰 教材 研究生/本科/专科教材 经济管理类科技计算机书籍中国人民大学",詹姆斯·R·埃文斯,¥54.00
 【书煊图书】正版架构整洁之道 架构师架构软件设计模式前端开发书籍 罗伯特C马丁 计算机网络程序设计类书籍 凤凰旗舰店sx,罗伯特·C.马丁,¥77.00
 Linux命令行与shell脚本编程大全（第4版）理查德&middot;布卢姆等 计算机网络程序设计类书籍 正版书籍,理查德·布卢姆等,¥94.43
 Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版书籍凤凰旗舰店科目任选,理查德·布卢姆等,¥97.35
 Flutter之旅 张德立 附案例代码自学教程书籍 Flutter技术应用原理书籍 计算机网络程序设计类书籍正版书籍凤凰,机械工业出版社,¥98.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类趣味百科,吉林出版集团股份有限公司,¥171.00
 深入浅出5G核心网技术 饶亮 5G移动通信网络运维技术管理书籍 计算机网络 网络通信类书籍 【凤凰书店】 9787121,电子工业出版社,¥83.00
 龙芯嵌入式系统软硬件平台设计 嵌入式开发系统 软硬件开发 计算机硬件组装维护类书籍 凤凰旗舰店 任选 备注,符意德,¥87.45
 计算机网络(计算机类普通高等教育应用型系列教材)科学出版社9787030467584计算机网络正版课外阅读书籍,科学出版社,¥42.31
 正版 讲堂Unity3D游戏设计实战教程李梁游戏3D场景设计制作从入门到精通3D游戏制作案例教程计算机程序设计编程类书籍,人民邮电出版社,¥104.65
 操作系统实验教程——Web服务器性能优化 鲁强 计算机类精品系列教材书籍 系统编程书籍 电子工业,鲁强,¥53.00
 After Effects影视制作-高等教育艺术设计精编教材 方慧 出版社 计算机网络图形图像类书籍,清华大学出版社,¥78.00
 【(＾－＾)V可开发票，量大优惠】Python编程从零开始学（视频教学版）王英英 清华大学出版社 计算机网络程序设计类书,王英英,¥61.18
 嵌入式技术基础与实践：基于STM32L431微控制器 微课视频版 计算机辅助设计和工程类书籍 凤凰新华书店旗舰店,王宜怀、李跃华、徐文彬、施连敏,¥86.00
 Linux系统管理服务器设置安全云数据中心 第10版 (美)克里斯托弗尼格斯 计算机网络操作系统类书籍 【启智慧图书】,克里斯托弗·尼格斯,¥187.72
 计算机操作系统 慕课版 汤小丹著 备战2022年计算机考研 高等学校计算机类电子信息类等相关专业本科生教材 计算机考研教,人民邮电出版社,¥75.09
 新程序员：004 新程序员杂志 48位专家分享程序人生故事 计算机网络程序设计类书籍 中国水利水电出版社 凤凰,新程序员编辑部,¥97.00
 剑指Offer 名企面试官精讲典型编程题（第2版）何海涛 计算机网络程序设计类书籍 电子工业出版社,何海涛 著,¥72.98
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 清华大学出版社,柳伟卫,¥142.85
 网络安全和网络威胁情报中的数据科学 人工智能算法计算机安全网络信息安全领域科技人员电子信息通信工程类书籍正版正版,电子工业出版社,¥80.60
 网络爬虫项目实战 何福男 高职高专计算机类专业系列教材书籍 人工智能技术服务系列书籍 电子工业 978712145254,电子工业出版社,¥40.00
 讲堂Uity3D游戏设计实战教程李梁游戏3D场景设计制作从入门到精通3D游戏制作案例教程计算机程序设计编程类书籍,李梁,¥73.90
 嵌入式技术基础与实践：基于STM32L431微控制器 微课视频版 计算机辅助设计和工程类书籍,王宜怀、李跃华、徐文彬、施连敏,¥98.80
 书籍 After Effects影视制作-高等教育艺术设计精编教材 方慧 清华大学 计算机网络图形图像类书籍,方慧,¥63.00
 中公2023年国家电网考试用书考试资料招聘考试书电力公司笔试资料书籍电气类计算机类通信类综合能力教材辅导历年真题全真模拟,世界图书出版公司,¥70.00
 计算机操作系统 慕课版 汤小丹著 备战2022年计算机考研 高等学校计算机类电子信息类等相关专业本科生教材 计算机考研教,人民邮电出版社,¥74.10
 恒泰图书 算法设计与分析 赵端阳 算法设计技术 数据结构标准模板库 计算机网络程序设计类书籍 清华大学出版社任选,赵端阳,¥71.00
 计算机操作系统 第四版第4版 汤小丹 大学教材 操作系统OS介绍 计算机类专业本科生教材 计算机考研复习辅导 计算机操作,西安电子科技大学出版社,¥54.40
 网络安全和网络威胁情报中的数据科学 人工智能算法计算机安全网络信息安全领域科技人员电子信息通信工程类书籍正版正版全新,电子工业出版社,¥80.60
 程式设计真好玩 +青少年学Python 组套装 [希]阿里斯提德 波拉斯 等 计算机网路程式设计类书籍 正版书籍凤凰正版,[希]阿里斯提德,¥126.00
 计算机操作系统 慕课版 汤小丹著 备战2022年计算机考研 高等学校计算机类电子信息类等相关专业本科生教材 计算机考研教,人民邮电出版社,¥59.00
 MATLAB 9.8 基础教程 杨德平 李聪 杨本硕 计算机辅助设计和工程类书籍 机械工业出版社,机械工业出版社,¥73.47
 未来科学家科普分级读物1+2共12册 天文物理计算机生物心理学百科全书大百科绘本儿童科普类书籍小学生课外阅读书籍科学百科,电子工业出版社,¥249.00
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 如何基于HarmonyOS,柳伟卫,¥147.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,童趣出版有限公司,¥572.00
 【正版速发】计算机系统结构计算机系统结构理论实操详解书籍高等学校计算机类专业本科教材研究生教材电子工业,沈文枫 著,¥43.00
 C语言从入门到精通(5版) 软件开发视频大讲堂 明日科技 计算机网络程序设计类书籍 9787302585671,明日科技,¥72.17
 书籍 计算机应用基础（Widow 10+WPS Office版） 技工院校计算机类专业（中/ 技能层级）97875167,高等教育出版社,¥43.00
 店 大数据技术及应用 基于Python语言 大学计算机专业 高等学校计算机类和电子信息类书籍 严宣辉 电子工业正版h,电子工业出版社,¥49.30
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 如何基于HarmonyOS,柳伟卫,¥128.51
 On Java 中文版 基础卷 布鲁斯 埃克尔著 java入门编程入门基础自学程序设计书 计算机网络程序设计类书籍 凤凰,人民邮电出版社,¥129.00
 【正版速发】On Java 中文版 基础卷 布鲁斯 埃克尔著 java入门编程入门基础自学程序设计书 计算机网络程序设计,布鲁斯·埃克尔,¥142.00
 Python编程基础与科学计算 李增刚 戴光昊 廖晖 计算机网络程序设计类书籍 清华大学出版社 正版书籍凤凰新华书店旗舰,李增刚、戴光昊、廖晖,¥92.00
 计算机网络(计算机类普通高等教育应用型系列教材)科学出版社9787030467584计算机网络正版课外阅读书籍,科学出版社,¥43.90
 正版 讲堂Unity3D游戏设计实战教程李梁游戏3D场景设计制作从入门到精通3D游戏制作案例教程计算机程序设计编程类书籍,人民邮电出版社,¥104.65
 Linux多线程服务端编程-使用muduo C++网络库 陈硕 计算机网络操作系统类书籍 【凤凰正版书籍】,电子工业出版社,¥90.05
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,吉林出版集团股份有限公司,¥81.21
 应用统计学 大数据时代 让数字说话 统计审计类书籍 统计学原理与务实 数据分析 计算机应用 数学教材书 电子工业出版社,李晓峰,¥28.50
 【正版速发】龙芯嵌入式系统软硬件平台设计 嵌入式开发系统 软硬件开发 计算机硬件组装维护类书籍 凤凰旗舰店任选FHXHS,符意德,¥92.00
 正版 讲堂Unity3D游戏特效设计实战教程李梁游戏3D特效场景设计制作从入门到精通3D游戏制作案例教程计算机程序设计编,李梁,¥65.00
 正版 讲堂Unity3D游戏设计实战教程李梁游戏3D场景设计制作从入门到精通3D游戏制作案例教程计算机程序设计编程类书籍,李梁,¥75.30
 任选数据挖掘导论 （美）陈封能 等 计算机互联网程序书籍 计算机网络数据库类书籍 人民邮电出版社凤凰新华书店旗舰店,（美）陈封能,¥63.99
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,童趣出版有限公司,¥94.10
 Linux命令行与shell脚本编程大全（第4版）理查德&middot;布卢姆等 计算机网络程序设计类书籍 正版书籍,理查德·布卢姆等,¥94.08
 基于EEG的脑源定位与脑功能网络 徐桂芝等 计算机网络计算机控制仿真与人工智能类书籍 9787121381461 电子工,电子工业出版社,¥72.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,吉林出版集团股份有限公司,¥72.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类趣味百科,吉林出版集团股份有限公司,¥169.86
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 如何基于HarmonyOS,柳伟卫,¥171.98
 漫画版机械里的科学课全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,吉林出版集团,¥149.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,童趣出版有限公司,¥148.48
 嵌入式技术基础与实践：基于STM32L431微控制器 微课视频版 计算机辅助设计和工程类书籍,王宜怀、李跃华、徐文彬、施连敏,¥96.11
 【尚铭图书】龙芯嵌入式系统软硬件平台设计 嵌入式开发系统 软硬件开发 计算机硬件组装维护类书籍 凤凰旗舰店,符意德,¥90.45
 计算机操作系统 慕课版 汤小丹著 备战2022年计算机考研 高等学校计算机类电子信息类等相关专业本科生教材 计算机考研教,人民邮电出版社,¥67.24
 全新正版 Pytho人工智能 计算机与互联网 编程语言与程序设计 科技技术类书籍 李晓东 著 电子工L,电子工业出版社,¥53.35
 书籍 新印象 U 2020游戏开发基础与实战 U23游戏开发书籍 计算机网络程序设计类书籍,人民邮电出版社,¥157.84
 任选深入PHP面向对象.模式与实践(第3版) (美)Zandstra 计算机网络程序设计类书籍 人民邮电出版社凤凰新华书,(美)赞德斯彻|译者:陈浩//吴孙滨//胡丹//李静,¥63.99
 On Java 中文版 基础卷 布鲁斯 埃克尔著 java入门编程入门基础自学程序设计书 计算机网络程序设计类书籍 凤凰,人民邮电出版社,¥129.00
 基于EEG的脑源定位与脑功能网络 徐桂芝等 计算机网络计算机控制仿真与人工智能类书籍 电子工业出版社凤凰旗舰店,电子工业出版社,¥103.00
 （下单备注科目可单选）龙芯嵌入式系统软硬件平台设计 嵌入式开发系统 软硬件开发 计算机硬件组装维护类书籍 凤凰,人民邮电出版社,¥92.00
 【认准正版 量大优惠】【新书上架】数据结构与算法基础 徐孝凯 十四五高等学校新工科计算机类专业系列教材书籍 系统能力课程,中国铁道出版社有限公司,¥58.00
 应用统计学 大数据时代 让数字说话 统计审计类书籍 统计学原理与务实 数据分析 计算机应用 数学书,李晓峰,¥32.60
