title,author,price
 书籍 智能化软件质量的概念与方法 聂长海高等院校理工类专业规划教材校省教材软件工程软件开发测试及维护计算机软件工程,机械工业出版社,¥59.00
 【认准正版 量大优惠】文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通,人民邮电出版社,¥114.00
 2册 大学计算机实践教程+大学计算机 周丽娟 纪淑芹 杨海波 高等教育通识类课程教材书籍 9787522616094+9,苏州大学出版社,¥124.64
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版社,吴军,¥85.67
 正版 Linux服务管理与运维 9787113289928学历教材计算机技术黄新主编 “十四五”高等职业教育计算机类专业,黄新,¥29.00
" 人类未来 (英)马丁·里斯(Martin Rees) 著 姚嵩,丁丁虫 译 计算机控制仿真与人工智能文教 图书籍",马丁·里斯,¥39.00
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版社,吴军,¥114.00
 正版 单片机原理与应用（C51语言版）电子信息科学与工程类规划书籍 单片机开发 程序设计软件开发 C语言计算机网络书籍h,"欧伟明,等",¥40.43
" 正版 虚拟现实开发基础及实例 程序设计计算机技术晨,项征著“十四五”高等学校数字媒体类专业规划书籍中国铁道正版",中国铁道出版社有限公司,¥39.00
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥182.00
 正版 Linux系统管理与服务配置（第2版） 计算机技术 原建伟主编“十四五”高等职业教育计算机类新形态一体化系列教材书,中国铁道出版社有限公司,¥38.00
 【全2册】汇编语言编程基础基于LoongArch 孙国云计算机体系结构基础第3版胡伟武计算机类专业系统能力培训系列软件程,许曙宏,¥110.20
 工程制图 第七版 胡建生 应用型本科职教本科高职高专工科近机类专业制图课 零件图装配图计算机绘图三维造型基础应用书籍 9,化学工业出版社,¥43.00
 【全新正版】新一代信息技术导论及实践 职业教育本科及专科院校计算机及相关专业的通识类课程的教材书籍 彭霞 赵健 编i,彭霞、赵健、孙振华、吴秀君、徐耀,¥34.98
 数据安全领域指南 王安宇 数据安全范畴和目标 高等院校网络空间安全计算机信息技术类专业书籍 电子工业出版社,电子工业出版社,¥82.30
 数字时代的企业进化 机器智能人类智能无限创新 人工智能书籍 机器学习实战 神经网络 计算机视觉 人工智能基础 机器学习与,乔什·沙利文等,¥72.44
 自学考试教材+自考通历年真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2023年大专升本科成人成考,中华工商联合出版社,¥72.00
 单片机技术及应用(中职职业院校机电类专业中高职衔接十三五规划)书贺志盈微控制器中等专业学校大中专理科计算机书籍,西安出版社,¥25.00
 文征明堂十志艺文类聚金石书画馆普通大众楷书碑帖中国明代计算机与网络书籍,浙江人民美术出版社,¥39.10
 速发 正版 计算思维与大数据基础 高等学校非计算机专业计算机课程 9787121419737 计算思维通识教育类课程书籍,电子工业出版社,¥29.15
 【书煊图书】2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥173.00
 恒泰图书 【全2册】HarmonyOS移动应用开发（计算机技术开发与应用丛书）+HarmonyOS手机应用开发实战计算机,化学工业出版社旗舰店,¥228.00
 速发 操作系统原理教程 第4版 大学高等学校计算机科学与技术软件工程 电子信息和自动控制类专业书籍 刘美华,刘美华,¥49.28
 店 计算思维与大数据基础 高等学校非计算机专业计算机课程教材 9787121419737 计算思维通识教育类课程教材书籍,电子工业出版社,¥27.90
 单片机原理与应用（C51语言版）电子信息科学与工程类规划书籍 单片机开发 程序设计软件开发 C语言计算机网络书籍 电子工,"欧伟明,等",¥41.25
 深度计算机实践计算机视觉 OpenCV深度学习 框架图像分类目标检测识别图像分割搜索图像生成技术 机器学习技术书籍 97,缪鹏,¥74.78
 【认准正版 量大优惠】2册 大学计算机实践教程+大学计算机 周丽娟 纪淑芹 杨海波 高等教育通识类课程书籍 978752,苏州大学出版社,¥99.00
 J计算机绘图与BM基础栾英艳 何蕊 面向可持续发展的土建类工程教育丛书 计算机辅助绘图设计 BM建筑建模应用技术书籍,机械工业出版社,¥36.00
 书籍 强化学习入门 从原理到实践叶强闫维新黎斌计算机人工智能强化学习算法发展历史概念深度学习全面剖析战胜人类围棋手算法,机械工业出版社,¥98.50
 AutoCAD计算机辅助设计绘图员 机械类 技能训练 AutoCAD计算机辅助设计绘图员操作技能培训教材书籍 cad教程,电子工业出版社,¥23.00
 图灵数学经典套装（4册）：基础拓扑学修订版+纯数学教程9版+不等式*2版+矩阵计算4版 应用数学计算机程序设计类经典书籍,马克·阿姆斯特朗等,¥342.00
 漫画版机械里的科学课全套10册这就是火箭飞机汽车高铁计算机机器人航空知识启蒙大百科儿童趣味百科全书小学生课外科普类书籍,"上尚印像, 编绘",¥109.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,刘美华,¥69.44
 HALCON编程及工程应用(第2版)：刘国华 编 大中专理科计算机 大中专正版纸质书籍类关于有关方面的同与和跟学习了解知,不详,¥70.43
 正版 Python程序设计基础 崔晓军 计算机相关专业程序设计类课程专业教材 程序设计书籍 电子工业出版社,电子工业出版社,¥66.30
 正版书籍 单图及群图挖掘：原理、算法与应用 达奈库特拉数据挖掘技术深度学习群图单图上的概要表示及节点标签分类对齐算法计算,达奈·库特拉等,¥47.50
 正版书籍数字印刷与计算机直接制版技术 第二版 高职高专印刷与包装类教学教材企业员工技术培训参考书印刷学习书籍,苏铁青,¥32.50
 正版书籍 Mastercam 2020实例教程薛山高等院校及各类社会培训机构的教材初中级计算,薛山,¥92.00
 操作系统原理教程 第4版 大学高等学校计算机科学与技术软件工程 电子信息和自动控制类专业书籍 刘美华C,刘美华 著,¥43.20
 【量大优惠】文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人,吴军,¥123.40
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥170.91
 自学考试教材+自考通历年真题试卷 00051经管类专升书籍 0051管理系统中计算机应用 2023年大专升科成人成考成教,中华工商联合出版社,¥87.00
 单片机原理与应用（C51语言版）电子信息科学与工程类规划书籍 单片机开发 程序设计软件开发 C语言计算机网络书籍,"欧伟明,等",¥45.50
 中小计算机信息学竞赛题训练培训书籍全9册信息学奥赛一本通关真题分类解析奥林匹克竞赛初赛精讲精练CCF CSP C++编程,刘汝佳,¥782.00
 正版 电路计算机辅助分析 经典电路理论 方程求解方法 常用电路 计算机辅助分析 辅助分析实例 电气类电子信息类参考书籍【,李岩,¥29.70
 8029709|包邮正版物联网技术与应用(第2版) 感知层 网络层 应用层 网络安全 软件工程网络工程物联网课程计算机本,机械工业出版社,¥35.90
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥138.29
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥179.20
 文明之光精华本 中国好书 吴军著 计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版,吴军,¥124.54
 信息类学生专业毕业设计（论文）指导 柳炳祥 电子计算机毕业实践高等学校教学计算机与网络书籍 9787121356636,柳炳祥,¥32.68
 正版书籍 大学计算机基础及应用（Windows 10+Office 2016)付长青各类高等院校学生学习用书清华大学出版,东软电子出版社,¥58.00
 正版书籍数字印刷与计算机直接制版技术 第二版 高职高专印刷与包装类教学教材企业员工技术培训参考书印刷学习书籍,苏铁青,¥32.50
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电正版,人民邮电出版社,¥63.90
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥179.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,刘美华,¥70.00
 预售 大学计算机 西安交通大学计算机基础系列教材 吴宁 高等教育出版社 9787040535822 面向理工类专业计算机,高等教育出版社,¥45.70
 单片机技术及应用(中职职业院校机电类专业中高职衔接十三五规划教材)书贺志盈微控制器中等专业学校教材中专理科计算机书籍,西安出版社,¥37.00
 自学考试教材+自考通历年真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2023年大专升本科成人成考,中华工商联合出版社,¥59.00
 类脑智能目标检测原理及应用 赵小川、史津竹 著 著 计算机控制仿真与人工智能专业科技 正版图书籍,赵小川,¥76.90
 漫画版机械里的科学课全套10册儿童机械书绘本小学生课外阅读科技类书籍 飞机青少年玩转科学科普类百科全书正版这就是火箭 计,"上尚印像, 编绘",¥73.50
 计算机视觉之深度学习 使用enoFlow和Kea训练高 神经网络 图像分类检索目标检测语义分割 Python语言实现人工,拉贾林加帕·尚穆加马尼,¥48.50
 STM32应用开发实践：肖敦鹤 编 大中等专业学校公共计算机 大中等专业学校 西安书籍类关于有关方面与和跟学习了解知识方,不详,¥43.56
 ** UG 10.0 塑料模具设计实例教程 ug nx 10 计算机辅助设计全套教程书籍 结构的建模与分析教材数控编程书,吴爽,¥34.29
 正版书籍 单图及群图挖掘：原理、算法与应用 达奈库特拉数据挖掘技术深度学习群图单图上的概要表示及节点标签分类对齐算法计算,机械工业出版社,¥47.50
 网络安全技术 刘化君 普通教育计算机类系列教材 网络攻防与安全应用密码学及其应用网络安全实验书籍978711170352,机械工业出版社,¥82.84
 信息类学生专业毕业设计（论文）指导 应用软件 定价38元 柳炳祥 9787121356636 电子工业出版社 电子计算机,柳炳祥,¥29.00
 企业经营沙盘模拟实训教程企业管理计算机管理系统高等职业高职高专经济管理类专业学生书教材书籍,不详,¥25.00
 预售 大学计算机 吴宁 高等教育出版社 9787040535822 西安交通大学计算机基础系列教材 面向理工类专业计算机,高等教育出版社,¥46.00
 2册 大学计算机实践教程+大学计算机 周丽娟 纪淑芹 杨海波 高等教育通识类课程教材书籍 9787522616094+9,苏州大学出版社,¥124.20
 自学考试教材+自考通历年真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2022年大专升本科成人成考,中华工商联合出版社,¥72.00
 AutoCAD计算机辅助设计绘图员 机械类 技能训练 AutoCAD计算机辅助设计绘图员操作技能培训教材书籍 cad教程,电子工业出版社,¥28.90
 【正版】钢筋工(第2版初级建筑类职业技能培训鉴定教材)王莉作考试 其他类考试 职业技能鉴定科技计算机书籍中国劳动社会,王莉 著作,¥24.62
 自学考试教材+自考通历年真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2023年大专升本科成人成考,中华工商联合出版社,¥72.00
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,机械工业出版社,¥182.00
 数据安全领域指南 王安宇 数据安全范畴和目标 CDSP认证教材 高等院校网络空间安全 计算机信息技术类教材书籍 电子工业,电子工业出版社,¥80.80
 图灵数学经典套装（4册）：基础拓扑学修订版+纯数学教程第9版+不等式*2版+矩阵计算第4版 应用数学计算机程序设计类经典,马克·阿姆斯特朗等,¥329.60
 办公软件实训教程 第3版 孙晓春 陈颖 职业教育“十三五”规划教材 计算机类专业教材 office办公软件应用教程书籍,孙晓春 陈颖 主编,¥39.00
 官方正版 Python程序设计基础 崔晓军 计算机相关专业程序设计类课程专业教材 程序设计书籍 电子工业出版社,电子工业出版社,¥58.08
 国家电网考试资料2022年国网财会类电气类计算机类通信类管理类其他工学类电工类综合知识行测英语历年真题题库书籍中公教育2,世界图书出版有限公司,¥196.50
" 虚拟现实开发基础及实例 程序设计计算机技术晨,项征著“十四五”高等学校数字媒体类专业规划书籍","王晨,项征",¥39.00
 正版书籍 电子系统设计与创新基础技术训练教程徐成张洪杰信息类专业计算机系统硬件软件及其应用实践性课程C,徐成,¥66.20
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华正版正版全新,刘美华,¥55.60
 官方旗舰店 计算思维与大数据基础 高等学校非计算机专业计算机课程教材 9787121419737 计算思维通识教育类课程,电子工业出版社,¥29.25
 Python程序设计基础 崔晓军 计算机相关专业程序设计类课程专业教材 程序设计书籍 电子工业 978712144883,电子工业出版社,¥53.00
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版社,吴军,¥129.92
 【全新速发】正版 Linux系统管理与服务配置（第2版） 计算机技术 原建伟主编“十四五”高等职业教育计算机类新形态一体,原建伟,¥38.00
 AutoCAD计算机辅助设计绘图员 机械类 技能训练 AutoCAD计算机辅助设计绘图员操作技能培训教材书籍 cad教程,电子工业出版社,¥25.30
 操作系统原理教程 第4版 大学高等学校计算机科学与技术软件工程 电子信息和自动控制类专业书籍 刘美华,刘美华,¥57.00
 漫画版机械里的科学课全套10册这就是火箭飞机汽车高铁计算机机器人航空知识启蒙大百科儿童趣味百科全书小学生课外科普类书籍,"上尚印像, 编绘",¥109.00
" 基于类脑计算的目标检测与跟踪技术 宋勇,郝群,李国齐 著 计算机控制仿真与人工智能专业科技 正版图书籍",宋勇，郝群，李国齐,¥82.80
 企业经营沙盘模拟实训教程企业管理计算机管理系统高等职业高职高专经济管理类专业学生书教材书籍,其他,¥27.00
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版社,吴军,¥118.90
 桌椅类家俱人机适应性设计 郭园 着 计算机控制仿真与人工智能专业科技 正版图书籍 中国建筑工业出版社【可开发票】,郭园,¥54.70
 正版书籍 Head Fir Java中文版 生动有趣轻松学好java 计算机网络学习 面向对象程序设计和Java的学习指,Kathy,¥65.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,刘美华,¥71.00
 正版书籍 大学计算机基础及应用（Widow 10+Office 2016)付长青各类高等院校学生学习用书清华大学出版社9,东软电子出版社,¥62.00
" 虚拟现实开发基础及实例 程序设计计算机技术晨,项征著“十四五”高等学校数字媒体类专业规划书籍中国铁道正版全新【正版】B","王晨,项征",¥39.00
 自学考试教材+自考通历年真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2023年大专升本科成人成考,中华工商联合出版社,¥62.92
 正版书籍 Python语言程序设计及医学应用实验指导马云峰中国铁道出版社有限公司高等医类院校计算机课程体系十三五规划教材,马云峰,¥35.70
 店 AutoCA计算机辅助设计绘图员 机械类 技能训练 AutoCA计算机辅助设计绘图员操作技能培训教材书籍 cad教程,电子工业出版社,¥25.30
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,电子工业出版社,¥81.00
 速发 【全2册】数据安全领域指南 王安宇 数据安全范畴和目标 CDSP认证 高等院校网络空间安全 计算机信息技术类专业书,电子工业出版社,¥200.34
 【全新速发】机械结构有限元法与计算机辅助分析普通高等教育机械类特色专业系列规划 孙伟 汪博等著科学出版社书籍Z,孙伟等 著,¥52.00
 操作系统原理教程 第4版 学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,电子工业出版社,¥69.00
 2册 大学计算机+实践教程 杨海波 李烨平 周丽娟 纪淑芹 普通高等教育通识类课程教材书籍 水利水电 978752261,高等教育出版社,¥123.00
 【认准正版 量大优惠】2册 大学计算机实践教程+大学计算机 周丽娟 纪淑芹 杨海波 高等教育通识类课程书籍 978752,苏州大学出版社,¥99.00
 Python程序设计基础 崔晓军 计算机相关专业程序设计类课程专业教材 程序设计书籍 电子工业出版社 978712144,电子工业出版社,¥44.00
 国家电网考试资料2023年国网财会类电气类计算机类通信类管理类其他工学类电工类综合知识行测英语历年真题题库书籍中公教育,世界图书出版有限公司,¥209.25
" 信息类学生专业毕业设计(论文)指导 柳炳祥 著 柳炳祥,李娟 编 其它计算机/网络书籍专业科技图书籍 电子工业 9787",柳炳祥,¥34.00
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版社,吴军,¥118.80
 2册 大学计算机实践教程+大学计算机 周丽娟 纪淑芹 杨海波 高等教育通识类课程教材书籍 9787522616094+9,苏州大学出版社,¥158.34
 【虚拟现实开发基础及实例 王晨 项征程序设计计算机技术 十四五高等学校数字媒体类专业规划书籍中国铁道出版社,"王晨, 项征, 主编",¥36.00
 正版 新医学计算机应用基础第3版普通高等教育信息技术类系列教材 畅销书 图书籍,科学出版社,¥77.43
" 信息类学生专业毕业设计(论文)指导 柳炳祥 柳炳祥,李娟 编 计算机网络基础技术安全书籍 电脑网络工程原理图书 电子工业",柳炳祥,¥57.22
 图灵数学经典套装（4册）：基础拓扑学修订版+纯数学教程第9版+不等式*2版+矩阵计算第4版 应用数学计算机程序设计类经典,人民邮电出版社,¥296.70
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥129.60
 人类计算简史-从中国算盘到数字经济 信息技术计算机技术从业者参考丛书 经济学理论书籍 数字经济发展 构建现代化经济体系,何宝宏,¥52.60
 自学考试+自考通历年真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2023年大专升本科成人成考成教,中华工商联合出版社,¥50.90
 正版书籍数字印刷与计算机直接制版技术 第三版 高职高专印刷与包装类教学教材企业员工技术培训参考书印刷学习书籍,苏铁青 等,¥76.73
 漫画版机械里的科学课全套10册这就是火箭飞机汽车高铁计算机机器人航空知识启蒙大百科儿童趣味百科全书小学生课外科普类书籍,上尚印像,¥156.00
 2册 大学计算机实践教程+大学计算机 周丽娟 纪淑芹 杨海波 高等教育通识类课程教材书籍 9787522616094+9,苏州大学出版社,¥125.62
 Liux系统管理与服务配置（第2版） 计算机技术 原建伟主编“十四五”高等职业教育计算机类新形态一体化系列书籍【正版】B,原建伟,¥38.00
 官方正版 计算机网络安全原理 第2版第二版 吴礼发 信息安全网络工程计算机专业计算机网络安全类课程教材书籍,电子工业出版社,¥64.00
 正版书籍 Python语言程序设计及医学应用实验指导马云峰中国铁道出版社有限公司高等医类院校计算机课程体系十三五规划教材,马云峰,¥33.05
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,机械工业出版社,¥182.00
 数据安全领域指南 王安宇 数据安全范畴和目标 CDSP认证 高等院校网络空间安全 计算机信息技术类专业书籍 电子工业出版,电子工业出版社,¥86.00
 正版新书 计算机图形学 许社教 史宝全 高等教育新工科电子信息类课改系列教材书籍 西安电子科技大学出版社97875606,许社教,¥37.60
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,刘美华,¥98.85
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华【金辉荣丰图,刘美华,¥67.20
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,电子工业出版社,¥70.00
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥182.00
 单片机技术及应用(中职职业院校机电类专业中高职衔接十三五规划教材)书贺志盈微控制器中等专业学校教材中专理科计算机书籍,西安出版社,¥37.00
 国家电网考试资料2023年国网财会类电气类计算机类通信类管理类其他工学类电工类综合知识行测英语历年真题题库书籍中公教育,世界图书出版有限公司,¥205.20
 自学考试教材+自考通真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2021年大专升本科成人成考成教,北京燕山出版社,¥56.94
 标签类目体系：面向业务的数据资产设计方法论 计算机网络 数据库 机械工业出版社 正版书籍,"任寅姿,季乐乐",¥107.00
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版社,吴军,¥96.00
 计算机和机器人 什么是什么 学生版 改变人类的重大发明 WAS IST WAS 德国少年儿童百科知识全书 青少年 科普,【德】皮特·克劳森/著,¥19.95
" 虚拟现实开发基础及实例 程序设计计算机技术晨,项征著“十四五”高等学校数字媒体类专业规划书籍中国铁道出版社",中国铁道出版社有限公司,¥39.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,刘美华,¥70.00
 国家电网考试资料2023年国网财会类电气类计算机类通信类管理类其他工学类电工类综合知识行测英语历年真题题库书籍中公教育,世界图书出版有限公司,¥201.15
 漫画版机械里的科学课全套10册儿童机械书绘本小学生课外阅读科技类书籍 飞机青少年玩转科学科普类百科全书正版这就是火箭 计,"上尚印像, 编绘",¥109.44
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,机械工业出版社,¥170.91
 计算机和机器人 什么是什么 学生版 改变人类的重大发明 WAS IST WAS 德国少年儿童百科知识全书 青少年 科普,【德】皮特·克劳森/著,¥20.56
 正版书籍 Python语言程序设计及医学应用 贺向前主编 高等医药类院校计算机课程规划教材 Python程序设计Pyth,贺向前,¥30.80
 【认准正版 量大优惠】正版 数据安全领域指南 王安宇 数据安全范畴和目标 高等院校网络空间安全计算机信息技术类专业书籍,电子工业出版社,¥124.00
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥175.00
 漫画版机械里的科学课全套10册这就是火箭飞机汽车高铁计算机机器人航空知识启蒙大百科儿童趣味百科全书小学生课外科普类书籍,吉林出版集团,¥161.32
 数据结构题集 C语言版 严蔚敏 吴伟民 米宁 数据结构c语言描述 c语言程序设计教材 计算机类专业教材 大学计算机考研教,严蔚敏//吴伟民//米宁,¥29.00
 2021新书 数据结构实践教程 第3版三版 黑新宏 胡元义 高等学校计算机类规划教材 大学教材 数据结构（C语言）教材,电子工业出版社,¥50.90
 正版书籍 Mastercam 2020实例教程（微课版）（计算机基础与实训教材系列）薛山高等院校及各类社会培训机构的教材,清华大学出版社,¥73.10
 正版 Linux系统管理与服务配置（第2版） 计算机技术 原建伟主编“十四五”高等职业教育计算机类新形态一体化系列书籍,中国铁道出版社有限公司,¥38.00
 【全2册】数据安全领域指南 王安宇 数据安全范畴和目标 CDSP认证 高等院校网络空间安全 计算机信息技术类专业书籍 电,电子工业出版社,¥204.05
 62:终结:人类智能未来虫托比·沃尔什普通大众人工智能研究计算机与络书籍,[澳]托比·沃尔什（Toby,¥48.20
 正版书籍 数据结构 高秀娥 陈霞 高等学校电子信息类专业系列教材书 计算机信息技术基础入门书 清华大学出版社 97873,华中科技大学出版社,¥50.00
 图灵数学经典套装（4册）：基础拓扑学修订版+纯数学教程9版+不等式*2版+矩阵计算4版 应用数学计算机程序设计类经典书籍,马克·阿姆斯特朗等,¥342.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华h,刘美华,¥46.41
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥182.00
 操作系统原理教程 第4版 大学高等学校计算机科学与技术软件工程 电子信息和自动控制类专业书籍 刘美华,刘美华,¥55.97
 恒泰图书 C语言学习指南 编程入门零基础自学计算机书籍 电脑编程书 语法程序结构数据类型用各种方式分配及释放内存从规范编,杰夫·苏哈伊(Jeff,¥131.00
 人类的未来 A的未来 译文视野 日 山中伸弥 羽生善治著 著 丁丁虫 译 译 计算机控制仿真与人工智能专业科技书籍 上海,"山中伸弥,羽生善治",¥35.00
 【正版】化妆师（初级人力资源和社会保障部教材办公室考试 其他类考试 职业技能鉴定科技计算机书籍中国劳动社会保障出,人力资源和社会保障部教材办公室 编,¥27.51
 国家电网考试资料2023年国网财会类电气类计算机类通信类管理类其他工学类电工类综合知识行测英语历年真题题库书籍中公教育,世界图书出版有限公司,¥215.00
 自学考试教材+自考通历年真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2023年大专升本科成人成考,中华工商联合出版社,¥72.96
 2020新书 电路分析基础 第4版四版 刘原 欧阳宏志 十三五电工电子规划教材书籍 高等学校电气电子自动化类计算机类教材,电子工业出版社,¥55.80
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥172.05
 【】UG NX 12.0 计算机辅助设计王海涛机械类“3+4”贯通培养系列9787030585363科学出版社书籍KX,王海涛,¥83.08
 漫画版机械里的科学课全套10册这就是火箭飞机汽车高铁计算机机器人航空知识启蒙大百科儿童趣味百科全书小学生课外科普类书籍,上尚印像,¥151.84
 企业经营沙盘模拟实训教程企业管理计算机管理系统高等职业高职高专经济管理类专业学生书教材书籍,其他,¥28.00
 官方正版 微机原理与接口技术 基于Proteus仿真 高等院校计算机类规划教材 朱有产 9787563563289 计算,北京邮电大学出版社,¥56.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华h,刘美华,¥46.41
 正品【出版社直供】单片机原理及应用（C51语言版）电子信息科学与工程类规划书籍 单片机开发 程序设计软件开发 C语言计算,林立,¥48.20
 数据安全领域指南 王安宇 数据安全范畴和目标 CDSP认证 高等院校网络空间安全 计算机信息技术类专业书籍 电子工业出版,其他,¥82.50
 Python程序设计基础 崔晓军 计算机相关专业程序设计类课程专业教材 程序设计书籍 电子工业出版社 无 9787121,电子工业出版社,¥44.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,刘美华,¥68.00
 自学考试教材+自考通历年真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2023年大专升本科成人成考,中华工商联合出版社,¥71.52
 正版书籍 Mastercam 2020实例教程（微课版）（计算机基础与实训系列）薛山高等院校及各类社会培训机构的初中级计,薛山,¥73.10
 正版书籍 数据结构 高秀娥 陈霞 高等学校电子信息类专业系列教材书 计算机信息技术基础入门书 清华大学出版社 97873,高秀娥、陈霞、秦静、桑海涛、张凌宇、梁莉,¥50.20
 人类计算简史 从中国算盘到数字经济 信息技术计算机技术从业者参考丛书 经济学理论书籍 数字经济发展 构建现代化经济体系,何宝宏,¥49.60
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥168.00
 类脑智能目标检测原理及应用 赵小川、史津竹 著 著 计算机控制仿真与人工智能专业科技 正版图书籍 化学工业出版社,"赵小川,史津竹",¥76.90
